epoch,training_time,training_loss
1,4.22810697555542,0.03159756558813308
2,3.929847002029419,0.028871370046248034
3,4.087902784347534,0.0281554789016221
4,4.378892421722412,0.027871027863257538
5,4.234244108200073,0.027674205262048092
6,4.441128730773926,0.027515330044775944
7,3.858097791671753,0.027369790085533967
8,3.948164224624634,0.02722863163081419
9,3.917806386947632,0.027110525954208552
10,3.8965413570404053,0.027022431026410616
11,3.907973051071167,0.026956583851237132
12,3.8924624919891357,0.02690439539819586
13,3.9208433628082275,0.026860232642239395
14,3.8897299766540527,0.02682094366214723
15,3.89693284034729,0.02678423016657415
16,3.9245688915252686,0.026747829523878427
17,3.9087328910827637,0.026709068592570797
18,3.937858819961548,0.026664109138759134
19,3.916804075241089,0.026609877279715626
20,3.9214236736297607,0.02655147326889301
21,3.9513204097747803,0.02649157948917167
22,3.9276373386383057,0.026466193973503
23,4.021162986755371,0.026407501524193085
24,3.946207284927368,0.026367268177189495
25,3.94195818901062,0.02632764801665286
26,3.9690208435058594,0.026255713250760742
27,3.931049346923828,0.02618892452582296
28,3.9281768798828125,0.026124071312784408
29,3.97833251953125,0.02605786807369441
30,3.930180311203003,0.025987807862996443
31,3.931126117706299,0.025907692415001866
32,3.9197280406951904,0.025828832130359282
33,4.0579962730407715,0.025745951347260366
34,4.077594757080078,0.025620859143745206
35,4.040637731552124,0.025561380296298113
36,4.075690031051636,0.025460846315102956
37,4.04164457321167,0.02537819656681378
38,4.041388273239136,0.02537816651976406
39,4.080206871032715,0.02539666149789174
40,4.069535732269287,0.02531293945678044
41,4.103302955627441,0.025110254424001402
42,4.751847743988037,0.025091468349134245
43,5.393601179122925,0.025252131504566434
44,4.731056213378906,0.025093319154582114
45,5.3767383098602295,0.02489980151244696
46,4.85073709487915,0.025100725178653853
47,4.785867929458618,0.024893231058460565
48,4.057759761810303,0.024805634747132137
49,4.025866508483887,0.024680156155412837
50,4.0489842891693115,0.024849709992859934
51,4.060027360916138,0.02484386478985296
52,4.070340871810913,0.024557622642258713
53,4.042060136795044,0.0245471242787448
54,4.0931313037872314,0.02447652732981337
55,4.02524471282959,0.024611128572883303
56,4.030678033828735,0.024113493591805358
57,4.057893991470337,0.02423509666543097
58,4.044102430343628,0.02392517519685797
59,4.060577630996704,0.023913691004770903
60,4.0609941482543945,0.024336679573226657
61,4.09312629699707,0.02378660113626871
62,4.161240100860596,0.02384119188765858
63,4.133654356002808,0.023394969548176485
64,4.088176965713501,0.02368524195428233
65,4.067852735519409,0.0240560266695026
66,4.072620153427124,0.02374114488980299
67,4.0789618492126465,0.023384679598157286
68,4.056748390197754,0.023196832460901668
69,4.0798890590667725,0.023000626176195412
70,4.058156967163086,0.02300847289327465
71,4.0828187465667725,0.022363387803656324
72,4.085052251815796,0.022616010475178146
73,4.053472518920898,0.022438841421772687
74,4.089943170547485,0.022000273907746903
75,4.0665123462677,0.021957951213894187
76,4.154908657073975,0.02204665653350961
77,4.076830625534058,0.021640926630320727
78,4.080068588256836,0.02191585928290183
79,4.0944013595581055,0.0211221106709914
80,4.05706262588501,0.020955956735084477
81,4.091541528701782,0.02063638060735634
82,4.068542242050171,0.020808086712646924
83,4.075217008590698,0.020506121289871684
84,4.108668088912964,0.020428731945129622
85,4.344120979309082,0.020559964713358244
86,4.305944442749023,0.02015579791966832
87,4.084269046783447,0.020563448570297523
88,4.078980445861816,0.02003383942850533
89,4.627962112426758,0.020065159976477606
90,3.9416451454162598,0.01988201148901693
91,3.9923312664031982,0.019392312902495528
92,4.004276990890503,0.01959747021911787
93,3.9620518684387207,0.019271768913652162
94,3.9851810932159424,0.018952349623172243
95,4.150266170501709,0.019217630739344526
96,5.260396242141724,0.018866680663544286
97,4.48359227180481,0.018329646770965168
98,4.419886589050293,0.01827634246581336
99,4.1589179039001465,0.018163887564737146
100,4.205034494400024,0.01778562196029457
