epoch,training_time,training_loss
1,4.165591716766357,0.032045154162357266
2,3.90602970123291,0.02926511663517736
3,3.9787967205047607,0.028366825104992492
4,3.856390953063965,0.02804229198896792
5,4.037473917007446,0.027813442299965362
6,3.9147419929504395,0.02762444723394304
7,3.93033766746521,0.02745129433526715
8,3.9611799716949463,0.027300246255599882
9,3.940523624420166,0.027182008786707453
10,3.987152338027954,0.027090783633629805
11,3.9039719104766846,0.02701835788977779
12,3.928028106689453,0.026957040908028793
13,3.972869396209717,0.026903107454792966
14,3.907017946243286,0.026853861991070493
15,3.965859889984131,0.02680793164653563
16,3.9901211261749268,0.026764258214875367
17,3.99946665763855,0.026720990789559834
18,4.067852020263672,0.026674764973800374
19,3.959763526916504,0.026622812827915107
20,4.072125673294067,0.02656635693330254
21,3.9608700275421143,0.0265089875972935
22,3.9417221546173096,0.02644241976100403
23,4.001788854598999,0.02638725871752871
24,3.952327013015747,0.02635499850923374
25,4.000090837478638,0.02631274636409067
26,3.94830060005188,0.02624987140556236
27,3.9780380725860596,0.026244806654979348
28,4.004333019256592,0.026206365046809007
29,3.9376134872436523,0.026078649451230552
30,3.9800639152526855,0.026013398415086892
31,3.9836392402648926,0.025971089995574615
32,3.9561352729797363,0.025914223519471244
33,4.014402866363525,0.025758237030910493
34,3.976989507675171,0.025728307035281197
35,4.101173162460327,0.025645047603924567
36,3.983699321746826,0.02578177937557634
37,3.952425479888916,0.025621422634719972
38,4.021300315856934,0.02561588542295894
39,3.9461262226104736,0.025442202271660788
40,4.041234731674194,0.02533815585316816
41,3.9792933464050293,0.025260167738609333
42,3.9755470752716064,0.025150305034061703
43,4.008733749389648,0.025249133636267563
44,3.93467116355896,0.024999875680763554
45,4.02223014831543,0.024857688183826075
46,4.0045671463012695,0.024706515538532522
47,3.9869539737701416,0.024737048890475146
48,4.052693128585815,0.02461919054022212
49,4.004559278488159,0.02432238349589768
50,4.113893270492554,0.024297653687424155
51,4.130761384963989,0.024140930700595076
52,3.997979164123535,0.024293138295980586
53,4.05030632019043,0.024272797399767426
54,3.9832651615142822,0.023892733274726994
55,4.0416436195373535,0.023527177832773503
56,3.9769184589385986,0.023471634584727813
57,3.980764627456665,0.02338503010712934
58,4.035547733306885,0.023447340165276068
59,3.9912517070770264,0.023673506616853968
60,4.472400426864624,0.023778383511737347
61,4.803687334060669,0.023209802095925002
62,4.69108772277832,0.022862627658297704
63,4.727621793746948,0.023137085212016646
64,4.521316289901733,0.02248947264599512
65,4.497079610824585,0.022713550162347742
66,4.5990519523620605,0.021898938912315428
67,5.38237452507019,0.02210389172923847
68,5.053969144821167,0.021601601659020486
69,4.971734523773193,0.021703229694258842
70,4.995049476623535,0.02152284410380286
71,5.415390253067017,0.02092963041953961
72,4.926383972167969,0.02114830488715423
73,5.451193571090698,0.020491707452623912
74,4.810523509979248,0.020126828623812786
75,4.866467237472534,0.020070984913109984
76,4.8743133544921875,0.02030052812524022
77,4.9645397663116455,0.01974849664419969
78,4.792282819747925,0.019801567833542134
79,4.98445200920105,0.019623227147744293
80,4.782034873962402,0.018792982798867878
81,6.095913410186768,0.018648532703207894
82,4.794133186340332,0.01820744727559592
83,4.798987150192261,0.017896921879423332
84,4.752538204193115,0.017961047405866612
85,4.882546424865723,0.01701538978998106
86,4.884284973144531,0.01722116324372832
87,4.83395528793335,0.016913273954075884
88,4.794753789901733,0.016952536992576414
89,4.806856632232666,0.016726131933366112
90,4.673072576522827,0.01633265307890363
91,4.759150743484497,0.015867153903224653
92,4.716432571411133,0.01674264853035996
93,4.763460397720337,0.01633244508302895
94,4.733186960220337,0.01554150894340064
95,4.941484689712524,0.015974661921779307
