epoch,training_time,training_loss
1,5.8769073486328125,0.38424688450933964
2,5.578874349594116,0.336829042927309
3,5.557162761688232,0.33088554071669485
4,5.425016403198242,0.3285666601743211
5,5.470398426055908,0.3269878054834746
