epoch,training_time,training_loss
1,5.430098533630371,0.41722931412481146
2,5.404015064239502,0.34654628113791985
3,5.383056402206421,0.3351622121402525
4,5.737887144088745,0.33126493719131517
5,5.400793552398682,0.32882273106438975
